Simplified,Traditional,Pinyin,Level
泛滥,泛濫,fànlàn,7-9
范畴,範疇,fànchóu,7-9
贩卖,販賣,fànmài,7-9
方方面面,方方面面,fāngfāngmiànmiàn,7-9
方向盘,方向盤,fāngxiàngpán,7-9
方言,方言,fāngyán,7-9
防盗,防盜,fángdào,7-9
防盗门,防盜門,fángdàomén,7-9
防护,防護,fánghù,7-9
防火墙,防火牆,fánghuǒqiáng,7-9
防卫,防衛,fángwèi,7-9
防汛,防汛,fángxùn,7-9
防疫,防疫,fángyì,7-9
防御,防禦,fángyù,7-9
妨碍,妨礙,fáng'ài,7-9
妨害,妨害,fánghài,7-9
房地产,房地產,fángdìchǎn,7-9
仿,仿|彷,fǎng,7-9
仿制,仿製,fǎngzhì,7-9
访谈,訪談,fǎngtán,7-9
纺织,紡織,fǎngzhī,7-9
放过,放過,fàngguò,7-9
放水,放水,fàngshuǐ,7-9
放肆,放肆,fàngsì,7-9
放映,放映,fàngyìng,7-9
放置,放置,fàngzhì,7-9
放纵,放縱,fàngzòng,7-9
飞速,飛速,fēisù,7-9
飞往,飛往,fēiwǎng,7-9
飞翔,飛翔,fēixiáng,7-9
飞跃,飛躍,fēiyuè,7-9
非得,非得,fēiděi,7-9
非法,非法,fēifǎ,7-9
非凡,非凡,fēifán,7-9
绯闻,緋聞,fēiwén,7-9
肥料,肥料,féiliào,7-9
肥胖,肥胖,féipàng,7-9
肥沃,肥沃,féiwò,7-9
肥皂,肥皂,féizào,7-9
诽谤,誹謗,fěibàng,7-9
废,廢,fèi,7-9
废除,廢除,fèichú,7-9
废话,廢話,fèihuà,7-9
废品,廢品,fèipǐn,7-9
废寝忘食,廢寢忘食,fèiqǐn-wàngshí,7-9
废物,廢物,fèiwù,7-9
废墟,廢墟,fèixū,7-9
沸沸扬扬,沸沸揚揚,fèifèiyángyáng,7-9
沸腾,沸騰,fèiténg,7-9
费劲,費勁,fèijìn,7-9
分辨,分辨,fēnbiàn,7-9
分寸,分寸,fēncun,7-9
分担,分擔,fēndān,7-9
分割,分割,fēngē,7-9
分红,分紅,fēnhóng,7-9
分化,分化,fēnhuà,7-9
分泌,分泌,fēnmì,7-9
分明,分明,fēnmíng,7-9
分歧,分歧,fēnqí,7-9
分赃,分贓,fēnzāng,7-9
分支,分支,fēnzhī,7-9
芬芳,芬芳,fēnfāng,7-9
吩咐,吩咐,fēnfù,7-9
氛围,氛圍,fēnwéi,7-9
坟,墳,fén,7-9
坟墓,墳墓,fénmù,7-9
焚烧,焚燒,fénshāo,7-9
粉,粉,fěn,7-9
粉丝,粉絲,fěnsī,7-9
粉碎,粉碎,fěnsuì,7-9
分量,分量,fènliàng,7-9
分外,分外,fènwài,7-9
份额,份額,fèn'é,7-9
奋力,奮力,fènlì,7-9
奋勇,奮勇,fènyǒng,7-9
粪,糞,fèn,7-9
粪便,糞便,fènbiàn,7-9
丰富多彩,豐富多彩,fēngfù-duōcǎi,7-9
丰厚,豐厚,fēnghòu,7-9
丰满,豐滿,fēngmǎn,7-9
丰盛,豐盛,fēngshèng,7-9
丰硕,豐碩,fēngshuò,7-9
风波,風波,fēngbō,7-9
风采,風采,fēngcǎi,7-9
风餐露宿,風餐露宿,fēngcān-lùsù,7-9
风范,風範,fēngfàn,7-9
风风雨雨,風風雨雨,fēngfēngyǔyǔ,7-9
风和日丽,風和日麗,fēnghé-rìlì,7-9
风浪,風浪,fēnglàng,7-9
风力,風力,fēnglì,7-9
风流,風流,fēngliú,7-9
风貌,風貌,fēngmào,7-9
风气,風氣,fēngqì,7-9
风情,風情,fēngqíng,7-9
风趣,風趣,fēngqù,7-9
风沙,風沙,fēngshā,7-9
风尚,風尚,fēngshàng,7-9
风水,風水,fēngshuǐ,7-9
风味,風味,fēngwèi,7-9
风雨,風雨,fēngyǔ,7-9
风云,風雲,fēngyún,7-9
风筝,風箏,fēngzheng,7-9
封顶,封頂,fēngdǐng,7-9
封建,封建,fēngjiàn,7-9
封面,封面,fēngmiàn,7-9
封锁,封鎖,fēngsuǒ,7-9
疯子,瘋子,fēngzi,7-9
峰回路转,峰回路轉,fēnghuí-lùzhuǎn,7-9
蜂蜜,蜂蜜,fēngmì,7-9
逢,逢,féng,7-9
缝,縫,féng,7-9
缝合,縫合,fénghé,7-9
讽刺,諷刺,fěngcì,7-9
凤凰,鳳凰,fènghuáng,7-9
缝,縫,fèng,7-9
否决,否決,fǒujué,7-9
孵化,孵化,fūhuà,7-9
敷,敷,fū,7-9
扶持,扶持,fúchí,7-9
服饰,服飾,fúshì,7-9
服务器,服務器,fúwùqì,7-9
服用,服用,fúyòng,7-9
俘获,俘獲,fúhuò,7-9
俘虏,俘虜,fúlǔ,7-9
浮力,浮力,fúlì,7-9
浮现,浮現,fúxiàn,7-9
浮躁,浮躁,fúzào,7-9
辐射,輻射,fúshè,7-9
福气,福氣,fúqi,7-9
抚摸,撫摸,fǔmō,7-9
抚恤,撫卹,fǔxù,7-9
抚养,撫養,fǔyǎng,7-9
抚养费,撫養費,fǔyǎngfèi,7-9
斧子,斧子,fǔzi,7-9
俯首,俯首,fǔshǒu,7-9
辅导,輔導,fǔdǎo,7-9
腐败,腐敗,fǔbài,7-9
腐化,腐化,fǔhuà,7-9
腐烂,腐爛,fǔlàn,7-9
腐蚀,腐蝕,fǔshí,7-9
腐朽,腐朽,fǔxiǔ,7-9
付费,付費,fùfèi,7-9
付款,付款,fùkuǎn,7-9
负面,負面,fùmiàn,7-9
负有,負有,fùyǒu,7-9
附,附,fù,7-9
附带,附帶,fùdài,7-9
附和,附和,fùhè,7-9
附加,附加,fùjiā,7-9
附属,附屬,fùshǔ,7-9
赴,赴,fù,7-9
复查,復查,fùchá,7-9
复发,復發,fùfā,7-9
复合,復合|複合,fùhé,7-9
复活,復活,fùhuó,7-9
复兴,復興,fùxīng,7-9
复原,復原,fùyuán,7-9
副作用,副作用,fùzuòyòng,7-9
赋予,賦予,fùyǔ,7-9
富含,富含,fùhán,7-9
富豪,富豪,fùháo,7-9
富强,富強,fùqiáng,7-9
富翁,富翁,fùwēng,7-9
富裕,富裕,fùyù,7-9
富足,富足,fùzú,7-9
腹部,腹部,fùbù,7-9
腹泻,腹瀉,fùxiè,7-9
覆盖,覆蓋,fùgài,7-9
该,該,gāi,7-9
改版,改版,gǎibǎn,7-9
改编,改編,gǎibiān,7-9
改动,改動,gǎidòng,7-9
改革开放,改革開放,gǎigé kāifàng,7-9
改良,改良,gǎiliáng,7-9
改名,改名,gǎimíng,7-9
改日,改日,gǎirì,7-9
改为,改為,gǎiwéi,7-9
改邪归正,改邪歸正,gǎixié-guīzhèng,7-9
钙,鈣,gài,7-9
盖子,蓋子,gàizi,7-9
概况,概況,gàikuàng,7-9
概率,概率,gàilǜ,7-9
概论,概論,gàilùn,7-9
干戈,干戈,gāngē,7-9
干旱,乾旱,gānhàn,7-9
干燥,乾燥,gānzào,7-9
甘心,甘心,gānxīn,7-9
肝脏,肝臟,gānzàng,7-9
尴尬,尷尬,gāngà,7-9
赶赴,趕赴,gǎnfù,7-9
赶往,趕往,gǎnwǎng,7-9
敢情,敢情,gǎnqing,7-9
感触,感觸,gǎnchù,7-9
感恩,感恩,gǎn'ēn,7-9
感激,感激,gǎnjī,7-9
感慨,感慨,gǎnkǎi,7-9
感染,感染,gǎnrǎn,7-9
感染力,感染力,gǎnrǎnlì,7-9
感叹,感嘆,gǎntàn,7-9
感性,感性,gǎnxìng,7-9
干部,幹部,gànbù,7-9
干事,幹事,gànshi,7-9
刚毅,剛毅,gāngyì,7-9
纲领,綱領,gānglǐng,7-9
纲要,綱要,gāngyào,7-9
钢,鋼,gāng,7-9
缸,缸,gāng,7-9
港,港,gǎng,7-9
杠铃,槓鈴,gànglíng,7-9
高昂,高昂,gāo'áng,7-9
高傲,高傲,gāo'ào,7-9
高超,高超,gāochāo,7-9
高低,高低,gāodī,7-9
高调,高調,gāodiào,7-9
高额,高額,gāo'é,7-9
高尔夫球,高爾夫球,gāo'ěrfūqiú,7-9
高峰期,高峰期,gāofēngqī,7-9
高贵,高貴,gāoguì,7-9
高空,高空,gāokōng,7-9
高龄,高齡,gāolíng,7-9
高明,高明,gāomíng,7-9
高山,高山,gāoshān,7-9
高效,高效,gāoxiào,7-9
高新技术,高新技術,gāoxīn-jìshù,7-9
高血压,高血壓,gāoxuèyā,7-9
高压,高壓,gāoyā,7-9
高雅,高雅,gāoyǎ,7-9
高涨,高漲,gāozhǎng,7-9
搞鬼,搞鬼,gǎoguǐ,7-9
搞笑,搞笑,gǎoxiào,7-9
告,告,gào,7-9
告辞,告辭,gàocí,7-9
告诫,告誡,gàojiè,7-9
告示,告示,gàoshi,7-9
告知,告知,gàozhī,7-9
告状,告狀,gàozhuàng,7-9
戈壁,戈壁,gēbì,7-9
胳膊,胳膊,gēbo,7-9
鸽子,鴿子,gēzi,7-9
搁,擱,gē,7-9
搁浅,擱淺,gēqiǎn,7-9
搁置,擱置,gēzhì,7-9
割,割,gē,7-9
歌剧,歌劇,gējù,7-9
歌颂,歌頌,gēsòng,7-9
歌舞,歌舞,gēwǔ,7-9
歌咏,歌詠,gēyǒng,7-9
革命,革命,gémìng,7-9
格,格,gé,7-9
格格不入,格格不入,gégé-bùrù,7-9
格局,格局,géjú,7-9
格式,格式,géshi,7-9
隔阂,隔閡,géhé,7-9
隔离,隔離,gélí,7-9
个案,個案,gè'àn,7-9
个头儿,個頭兒,gètóur,7-9
各奔前程,各奔前程,gèbènqiánchéng,7-9
各式各样,各式各樣,gèshì-gèyàng,7-9
根基,根基,gēnjī,7-9
根深蒂固,根深蒂固,gēnshēn-dìgù,7-9
根源,根源,gēnyuán,7-9
根治,根治,gēnzhì,7-9
跟不上,跟不上,gēn bu shàng,7-9
跟上,跟上,gēnshang,7-9
跟踪,跟蹤,gēnzōng,7-9
更改,更改,gēnggǎi,7-9
更衣室,更衣室,gēngyīshì,7-9
耕地,耕地,gēngdì,7-9
耿直,耿直,gěngzhí,7-9
工地,工地,gōngdì,7-9
工会,工會,gōnghuì,7-9
工科,工科,gōngkē,7-9
工商界,工商界,gōngshāngjiè,7-9
工序,工序,gōngxù,7-9
工整,工整,gōngzhěng,7-9
工作量,工作量,gōngzuòliàng,7-9
弓,弓,gōng,7-9
公安局,公安局,gōng'ānjú,7-9
公车,公車,gōngchē,7-9
公道,公道,gōngdao,7-9
公费,公費,gōngfèi,7-9
公共场所,公共場所,gōnggòng chǎngsuǒ,7-9
公关,公關,gōngguān,7-9
公函,公函,gōnghán,7-9
公积金,公積金,gōngjījīn,7-9
公开信,公開信,gōngkāixìn,7-9
公款,公款,gōngkuǎn,7-9
公立,公立,gōnglì,7-9
公墓,公墓,gōngmù,7-9
公仆,公僕,gōngpú,7-9
公顷,公頃,gōngqǐng,7-9
公然,公然,gōngrán,7-9
公示,公示,gōngshì,7-9
公事,公事,gōngshì,7-9
公务,公務,gōngwù,7-9
公益,公益,gōngyì,7-9
公益性,公益性,gōngyìxìng,7-9
公用,公用,gōngyòng,7-9
公寓,公寓,gōngyù,7-9
公约,公約,gōngyuē,7-9
公证,公證,gōngzhèng,7-9
公职,公職,gōngzhí,7-9
功,功,gōng,7-9
功臣,功臣,gōngchén,7-9
功底,功底,gōngdǐ,7-9
功劳,功勞,gōngláo,7-9
功力,功力,gōnglì,7-9
功率,功率,gōnglǜ,7-9
功效,功效,gōngxiào,7-9
攻,攻,gōng,7-9
攻读,攻讀,gōngdú,7-9
攻关,攻關,gōngguān,7-9
供,供,gōng,7-9
供不应求,供不應求,gōngbùyìngqiú,7-9
供暖,供暖,gōngnuǎn,7-9
供求,供求,gōngqiú,7-9
宫殿,宮殿,gōngdiàn,7-9
宫廷,宮廷,gōngtíng,7-9
恭维,恭維,gōngwéi,7-9
恭喜,恭喜,gōngxǐ,7-9
拱,拱,gǒng,7-9
共鸣,共鳴,gòngmíng,7-9
共识,共識,gòngshí,7-9
共同体,共同體,gòngtóngtǐ,7-9
共性,共性,gòngxìng,7-9
供奉,供奉,gòngfèng,7-9
勾,勾,gōu,7-9
勾画,勾畫,gōuhuà,7-9
勾结,勾結,gōujié,7-9
钩,鉤,gōu,7-9
钩子,鉤子,gōuzi,7-9
构思,構思,gòusī,7-9
构想,構想,gòuxiǎng,7-9
购,購,gòu,7-9
够呛,夠嗆,gòuqiàng,7-9
估算,估算,gūsuàn,7-9
沽名钓誉,沽名釣譽,gūmíng-diàoyù,7-9
孤单,孤單,gūdān,7-9
孤立,孤立,gūlì,7-9
孤零零,孤零零,gūlínglíng,7-9
孤陋寡闻,孤陋寡聞,gūlòu-guǎwén,7-9
辜负,辜負,gūfù,7-9
古董,古董,gǔdǒng,7-9
古怪,古怪,gǔguài,7-9
古迹,古蹟,gǔjì,7-9
古今中外,古今中外,gǔjīn-zhōngwài,7-9
古朴,古樸,gǔpǔ,7-9
古人,古人,gǔrén,7-9
股份,股份,gǔfèn,7-9
股民,股民,gǔmín,7-9
股市,股市,gǔshì,7-9
骨干,骨幹,gǔgàn,7-9
骨气,骨氣,gǔqì,7-9
骨折,骨折,gǔzhé,7-9
鼓动,鼓動,gǔdòng,7-9
鼓舞,鼓舞,gǔwǔ,7-9
固然,固然,gùrán,7-9
固执,固執,gùzhi,7-9
故,故,gù,7-9
顾不得,顧不得,gùbu dé,7-9
顾不上,顧不上,gùbushàng,7-9
顾及,顧及,gùjí,7-9
顾虑,顧慮,gùlǜ,7-9
顾全大局,顧全大局,gùquán-dàjú,7-9
雇,雇,gù,7-9
雇佣,雇傭,gùyōng,7-9
雇员,雇員,gùyuán,7-9
雇主,雇主,gùzhǔ,7-9
瓜分,瓜分,guāfēn,7-9
瓜子,瓜子,guāzǐ,7-9
刮风,颳風,guā fēng,7-9
寡妇,寡婦,guǎfu,7-9
挂钩,掛鉤,guàgōu,7-9
挂号,掛號,guàhào,7-9
挂念,掛念,guàniàn,7-9
挂失,掛失,guàshī,7-9
乖,乖,guāi,7-9
乖巧,乖巧,guāiqiǎo,7-9
拐弯,拐彎,guǎiwān,7-9
拐杖,拐杖,guǎizhàng,7-9
怪不得,怪不得,guàibude,7-9
怪物,怪物,guàiwu,7-9
怪异,怪異,guàiyì,7-9
关掉,關掉,guāndiào,7-9
关节,關節,guānjié,7-9
关税,關稅,guānshuì,7-9
关头,關頭,guāntóu,7-9
关照,關照,guānzhào,7-9
观测,觀測,guāncè,7-9
观感,觀感,guāngǎn,7-9
观摩,觀摩,guānmó,7-9
观赏,觀賞,guānshǎng,7-9
观望,觀望,guānwàng,7-9
官兵,官兵,guānbīng,7-9
官吏,官吏,guānlì,7-9
官僚,官僚,guānliáo,7-9
官僚主义,官僚主義,guānliáo zhǔyì,7-9
官员,官員,guānyuán,7-9
棺材,棺材,guāncai,7-9
管家,管家,guǎnjiā,7-9
管教,管教,guǎnjiào,7-9
管理费,管理費,guǎnlǐfèi,7-9
管辖,管轄,guǎnxiá,7-9
管用,管用,guǎnyòng,7-9
管子,管子,guǎnzi,7-9
贯彻,貫徹,guànchè,7-9
贯穿,貫穿,guànchuān,7-9
贯通,貫通,guàntōng,7-9
惯,慣,guàn,7-9
惯例,慣例,guànlì,7-9
惯性,慣性,guànxìng,7-9
灌,灌,guàn,7-9
灌溉,灌溉,guàngài,7-9
灌输,灌輸,guànshū,7-9
罐,罐,guàn,7-9
罐头,罐頭,guàntou,7-9
光彩,光彩,guāngcǎi,7-9
光碟,光碟,guāngdié,7-9
光顾,光顧,guānggù,7-9
光滑,光滑,guānghuá,7-9
光环,光環,guānghuán,7-9
光缆,光纜,guānglǎn,7-9
光芒,光芒,guāngmáng,7-9
光明磊落,光明磊落,guāngmíng-lěiluò,7-9
光泽,光澤,guāngzé,7-9
广义,廣義,guǎngyì,7-9
归根到底,歸根到底,guīgēn-dàodǐ,7-9
归还,歸還,guīhuán,7-9
归结,歸結,guījié,7-9
归来,歸來,guīlái,7-9
归纳,歸納,guīnà,7-9
归属,歸屬,guīshǔ,7-9
归宿,歸宿,guīsù,7-9
龟,龜,guī,7-9
规格,規格,guīgé,7-9
规矩,規矩,guīju,7-9
闺女,閨女,guīnü,7-9
瑰宝,瑰寶,guībǎo,7-9
轨迹,軌跡,guǐjì,7-9
柜台,櫃檯,guìtái,7-9
贵宾,貴賓,guìbīn,7-9
贵重,貴重,guìzhòng,7-9
贵族,貴族,guìzú,7-9
桂花,桂花,guìhuā,7-9
滚动,滾動,gǔndòng,7-9
棍,棍,gùn,7-9
棍子,棍子,gùnzi,7-9
国宝,國寶,guóbǎo,7-9
国防,國防,guófáng,7-9
国画,國畫,guóhuà,7-9
国徽,國徽,guóhuī,7-9
国情,國情,guóqíng,7-9
国土,國土,guótǔ,7-9
国学,國學,guóxué,7-9
国有,國有,guóyǒu,7-9
果断,果斷,guǒduàn,7-9
果园,果園,guǒyuán,7-9
果真,果真,guǒzhēn,7-9
裹,裹,guǒ,7-9
过半,過半,guòbàn,7-9
过不去,過不去,guòbuqù,7-9
过错,過錯,guòcuò,7-9
过道,過道,guòdào,7-9
过关,過關,guòguān,7-9
过奖,過獎,guòjiǎng,7-9
过节,過節,guòjié,7-9
过境,過境,guòjìng,7-9
过滤,過濾,guòlǜ,7-9
过期,過期,guòqī,7-9
过日子,過日子,guò rìzi,7-9
过剩,過剩,guòshèng,7-9
过失,過失,guòshī,7-9
过头,過頭,guòtóu,7-9
过往,過往,guòwǎng,7-9
过意不去,過意不去,guòyìbùqù,7-9
过瘾,過癮,guòyǐn,7-9
过硬,過硬,guòyìng,7-9
过早,過早,guò zǎo,7-9
海岸,海岸,hǎi'àn,7-9
海拔,海拔,hǎibá,7-9
海滨,海濱,hǎibīn,7-9
海盗,海盜,hǎidào,7-9
海量,海量,hǎiliàng,7-9
海绵,海綿,hǎimián,7-9
海面,海面,hǎimiàn,7-9
海内外,海內外,hǎi nèiwài,7-9
海滩,海灘,hǎitān,7-9
海峡,海峽,hǎixiá,7-9
海啸,海嘯,hǎixiào,7-9
海域,海域,hǎiyù,7-9
海运,海運,hǎiyùn,7-9
海藻,海藻,hǎizǎo,7-9
骇人听闻,駭人聽聞,hàiréntīngwén,7-9
害虫,害蟲,hàichóng,7-9
害臊,害臊,hàisào,7-9
害羞,害羞,hàixiū,7-9
酣畅,酣暢,hānchàng,7-9
酣睡,酣睡,hānshuì,7-9
含糊,含糊,hánhu,7-9
含蓄,含蓄,hánxù,7-9
函授,函授,hánshòu,7-9
涵盖,涵蓋,hángài,7-9
涵义,涵義,hányì,7-9
罕见,罕見,hǎnjiàn,7-9
汗水,汗水,hànshuǐ,7-9
旱,旱,hàn,7-9
旱灾,旱災,hànzāi,7-9
捍卫,捍衛,hànwèi,7-9
焊,焊,hàn,7-9
行家,行家,hángjia,7-9
行列,行列,hángliè,7-9
行情,行情,hángqíng,7-9
航海,航海,hánghǎi,7-9
航天,航天,hángtiān,7-9
航天员,航天員,hángtiānyuán,7-9
航行,航行,hángxíng,7-9
航运,航運,hángyùn,7-9
毫不,毫不,háo bù,7-9
毫不犹豫,毫不猶豫,háo bù yóuyù,7-9
毫无,毫無,háo wú,7-9
豪华,豪華,háohuá,7-9
好比,好比,hǎobǐ,7-9
好歹,好歹,hǎodǎi,7-9
好感,好感,hǎogǎn,7-9
好坏,好壞,hǎohuài,7-9
好家伙,好家伙,hǎojiāhuo,7-9
好评,好評,hǎopíng,7-9
好说,好說,hǎoshuō,7-9
好笑,好笑,hǎoxiào,7-9
好心,好心,hǎoxīn,7-9
好心人,好心人,hǎoxīnrén,7-9
好意,好意,hǎoyì,7-9
好在,好在,hǎozài,7-9
号称,號稱,hàochēng,7-9
好客,好客,hàokè,7-9
好奇心,好奇心,hàoqíxīn,7-9
耗,耗,hào,7-9
耗费,耗費,hàofèi,7-9
耗时,耗時,hàoshí,7-9
浩劫,浩劫,hàojié,7-9
呵护,呵護,hēhù,7-9
禾苗,禾苗,hémiáo,7-9
合唱,合唱,héchàng,7-9
合乎,合乎,héhū,7-9
合伙,合伙,héhuǒ,7-9
合计,合計,héjì,7-9
合情合理,合情合理,héqíng-hélǐ,7-9
合影,合影,héyǐng,7-9
合资,合資,hézī,7-9
合作社,合作社,hézuòshè,7-9
何必,何必,hébì,7-9
何处,何處,hé chù,7-9
何苦,何苦,hékǔ,7-9
何况,何況,hékuàng,7-9
何时,何時,hé shí,7-9
和蔼,和藹,hé'ǎi,7-9
和解,和解,héjiě,7-9
和睦,和睦,hémù,7-9
和平共处,和平共處,hépíng gòngchǔ,7-9
和气,和氣,héqi,7-9
和尚,和尚,héshang,7-9
河流,河流,héliú,7-9
河畔,河畔,hépàn,7-9
荷花,荷花,héhuā,7-9
核,核,hé,7-9
核电站,核電站,hédiànzhàn,7-9
核对,核對,héduì,7-9
核能,核能,hénéng,7-9
核实,核實,héshí,7-9
核桃,核桃,hétao,7-9
核武器,核武器,héwǔqì,7-9
贺电,賀電,hèdiàn,7-9
贺信,賀信,hèxìn,7-9
喝彩,喝彩,hècǎi,7-9
赫然,赫然,hèrán,7-9
鹤立鸡群,鶴立雞群,hèlìjīqún,7-9
黑白,黑白,hēibái,7-9
黑客,黑客,hēikè,7-9
黑马,黑馬,hēimǎ,7-9
黑手,黑手,hēishǒu,7-9
黑心,黑心,hēixīn,7-9
嘿,嘿,hēi,7-9
痕迹,痕跡,hénjì,7-9
恨不得,恨不得,hènbude,7-9
哼,哼,hēng,7-9
横七竖八,橫七豎八,héngqī-shùbā,7-9
横向,橫向,héngxiàng,7-9
横,橫,hèng,7-9
轰,轟,hōng,7-9
轰动,轟動,hōngdòng,7-9
轰炸,轟炸,hōngzhà,7-9
哄,哄,hōng,7-9
哄堂大笑,哄堂大笑,hōngtáng-dàxiào,7-9
烘干,烘乾,hōnggān,7-9
烘托,烘托,hōngtuō,7-9
弘扬,弘揚,hóngyáng,7-9
红灯,紅燈,hóngdēng,7-9
红火,紅火,hónghuo,7-9
红扑扑,紅撲撲,hóngpūpū,7-9
红润,紅潤,hóngrùn,7-9
红薯,紅薯,hóngshǔ,7-9
红眼,紅眼,hóngyǎn,7-9
宏观,宏觀,hóngguān,7-9
宏伟,宏偉,hóngwěi,7-9
洪亮,洪亮,hóngliàng,7-9
哄,哄,hǒng,7-9
哄,鬨,hòng,7-9
喉咙,喉嚨,hóulóng,7-9
吼,吼,hǒu,7-9
后备,後備,hòubèi,7-9
后备箱,後備箱,hòubèixiāng,7-9
后代,後代,hòudài,7-9
后盾,後盾,hòudùn,7-9
后顾之忧,後顧之憂,hòugùzhīyōu,7-9
后期,後期,hòuqī,7-9
后勤,後勤,hòuqín,7-9
后人,後人,hòurén,7-9
后台,後台,hòutái,7-9
后退,後退,hòutuì,7-9
后续,後續,hòuxù,7-9
后遗症,後遺症,hòuyízhèng,7-9
后裔,後裔,hòuyì,7-9
后者,後者,hòuzhě,7-9
厚道,厚道,hòudao,7-9
厚度,厚度,hòudù,7-9
候选人,候選人,hòuxuǎnrén,7-9
呼风唤雨,呼風喚雨,hūfēng-huànyǔ,7-9
呼唤,呼喚,hūhuàn,7-9
呼救,呼救,hūjiù,7-9
呼声,呼聲,hūshēng,7-9
呼应,呼應,hūyìng,7-9
呼吁,呼籲,hūyù,7-9
忽高忽低,忽高忽低,hūgāo-hūdī,7-9
忽悠,忽悠,hūyou,7-9
胡闹,胡鬧,húnào,7-9
胡说,胡說,húshuō,7-9
胡思乱想,胡思亂想,húsī-luànxiǎng,7-9
湖泊,湖泊,húpō,7-9
糊,糊|餬,hú,7-9
糊涂,糊塗,hútu,7-9
互补,互補,hùbǔ,7-9
互访,互訪,hùfǎng,7-9
互信,互信,hùxìn,7-9
互助,互助,hùzhù,7-9
护理,護理,hùlǐ,7-9
花瓣,花瓣,huābàn,7-9
花卉,花卉,huāhuì,7-9
花纹,花紋,huāwén,7-9
花样,花樣,huāyàng,7-9
划算,划算,huásuàn,7-9
华丽,華麗,huálì,7-9
华侨,華僑,huáqiáo,7-9
华裔,華裔,huáyì,7-9
哗变,嘩變,huábiàn,7-9
哗然,譁然,huárán,7-9
滑冰,滑冰,huábīng,7-9
滑稽,滑稽,huájī,7-9
滑梯,滑梯,huátī,7-9
滑雪,滑雪,huáxuě,7-9
化肥,化肥,huàféi,7-9
化身,化身,huàshēn,7-9
化纤,化纖,huàxiān,7-9
化险为夷,化險為夷,huàxiǎnwéiyí,7-9
化验,化驗,huàyàn,7-9
化妆,化妝,huàzhuāng,7-9
划时代,劃時代,huàshídài,7-9
画册,畫冊,huàcè,7-9
画龙点睛,畫龍點睛,huàlóng-diǎnjīng,7-9
画蛇添足,畫蛇添足,huàshé-tiānzú,7-9
画展,畫展,huàzhǎn,7-9
话费,話費,huàfèi,7-9
话筒,話筒,huàtǒng,7-9
话语,話語,huàyǔ,7-9
怀抱,懷抱,huáibào,7-9
怀旧,懷舊,huáijiù,7-9
怀里,懷裡,huái li,7-9
怀孕,懷孕,huáiyùn,7-9
怀着,懷著,huáizhe,7-9
槐树,槐樹,huáishù,7-9
坏事,壞事,huàishì,7-9
欢呼,歡呼,huānhū,7-9
欢聚,歡聚,huānjù,7-9
欢快,歡快,huānkuài,7-9
欢声笑语,歡聲笑語,huānshēng-xiàoyǔ,7-9
还款,還款,huán kuǎn,7-9
还原,還原,huányuán,7-9
环球,環球,huánqiú,7-9
环绕,環繞,huánrào,7-9
缓,緩,huǎn,7-9
缓和,緩和,huǎnhé,7-9
缓缓,緩緩,huǎnhuǎn,7-9
缓慢,緩慢,huǎnmàn,7-9
幻觉,幻覺,huànjué,7-9
幻影,幻影,huànyǐng,7-9
换成,換成,huànchéng,7-9
换取,換取,huànqǔ,7-9
换位,換位,huànwèi,7-9
换言之,換言之,huànyánzhī,7-9
唤起,喚起,huànqǐ,7-9
患,患,huàn,7-9
患病,患病,huànbìng,7-9
患有,患有,huànyǒu,7-9
焕发,煥發,huànfā,7-9
荒,荒,huāng,7-9
荒诞,荒誕,huāngdàn,7-9
荒凉,荒涼,huāngliáng,7-9
荒谬,荒謬,huāngmiù,7-9
慌乱,慌亂,huāngluàn,7-9
慌张,慌張,huāngzhāng,7-9
皇宫,皇宮,huánggōng,7-9
皇后,皇后,huánghòu,7-9
皇上,皇上,huángshang,7-9
皇室,皇室,huángshì,7-9
黄昏,黃昏,huánghūn,7-9
恍然大悟,恍然大悟,huǎngrán-dàwù,7-9
晃,晃,huǎng,7-9
谎话,謊話,huǎnghuà,7-9
谎言,謊言,huǎngyán,7-9
晃,晃,huàng,7-9
晃荡,晃蕩,huàngdang,7-9
灰,灰,huī,7-9
灰尘,灰塵,huīchén,7-9
灰心,灰心,huīxīn,7-9
挥,揮,huī,7-9
辉煌,輝煌,huīhuáng,7-9
回归,回歸,huíguī,7-9
回扣,回扣,huíkòu,7-9
回馈,回饋,huíkuì,7-9
回落,回落,huíluò,7-9
回升,回升,huíshēng,7-9
回首,回首,huíshǒu,7-9
回味,回味,huíwèi,7-9
回想,回想,huíxiǎng,7-9
回忆录,回憶錄,huíyìlù,7-9
悔恨,悔恨,huǐhèn,7-9
毁坏,毀壞,huǐhuài,7-9
毁灭,毀滅,huǐmiè,7-9
汇合,匯合,huìhé,7-9
汇集,匯集,huìjí,7-9
汇聚,匯聚,huìjù,7-9
会场,會場,huìchǎng,7-9
会面,會面,huìmiàn,7-9
会晤,會晤,huìwù,7-9
会意,會意,huìyì,7-9
会诊,會診,huìzhěn,7-9
绘声绘色,繪聲繪色,huìshēng-huìsè,7-9
贿赂,賄賂,huìlù,7-9
昏迷,昏迷,hūnmí,7-9
婚纱,婚紗,hūnshā,7-9
婚姻,婚姻,hūnyīn,7-9
浑身,渾身,húnshēn,7-9
魂,魂,hún,7-9
混凝土,混凝土,hùnníngtǔ,7-9
混淆,混淆,hùnxiáo,7-9
混浊,混濁,hùnzhuó,7-9
